Category,ProcessedText,SpeakerDialect
كوميدي,شلون نعم طال عمرك وانتو تعرفون هذه المنطقة حيوية وحساسة شلون تخلونه,Khaliji
درامي,وقلت له تقول لا مكانك بتكلمها وبعدين حرام عليك يا اخي,Khaliji
كوميدي,لا والله تبيني انا بسمة بسمة الدلوعة المتينة اقعد ورا وهذا العصره جمبك تقعد قدام انا ابوي اكبر تاجرت هذا قدري عندك هذا قدري ايش فيكي انتي ما اقول الا هاهاها,Najdi
درامي,انا اسوي اي حاجة يا حامد المهم اتخلص من سالم هادا انا ما عاد اقدر اتحمل وجهه في السوبرماركت,Hijazi
درامي,من حقك يكون لك,Khaliji
درامي,انا ما حبيت اني اقول حق احد علاشان لا نعطي الفرصة للكلام والتدخل وهذا راي اسماء,Khaliji
كوميدي,ليس عليك هداهم ولكن الله يهدي من يشاء,Najdi
اطفال,لن يهزم الوطن,Hijazi
كوميدي,الله يهديك ويصلح بالك,Najdi
درامي,وعرفت انه انسان مو طيب,Khaliji
كوميدي,تلاقي خليفة,Najdi
درامي,البيت بيتك خذي راحتك ولا ابي اي كلام ياثر عليك,Najdi
اطفال,كان طلبه لكن الحين في اعتراض عندكم انتوا ولا ايه,Khaliji
اطفال,راح تضحك لك من اول وجديد يا ام الخير,Hijazi
درامي,عشان كده يا جماعة,Khaliji
درامي,موضوع البيت هذا انا ما عندي علم فيه,Najdi
كوميدي,امبيه,Najdi
كوميدي,وش بكى يشبك بلا شكلك اقول انكتمى وروقينا,Najdi
درامي,ما حد ذكرني نسيتوني,Najdi
اطفال,واحنا,Hijazi
كوميدي,اليوم برعت على بلاده صرامتها كلها,Najdi
اطفال,م لا لا لا هادا ما يصير,Hijazi
درامي,غشيمه,Najdi
درامي,وشلون طلال,Najdi
كوميدي,بيكذب بيكذب وانت عارف انه بيكذب,Najdi
كوميدي,ايه اليسار,Hijazi
كوميدي,انا ياخي الرجال هذا وش يبي يا اخي يا جايينا للمكتب يا متصل يا جايينا للمكتب يا متصل اسمع,Khaliji
اطفال,يا سعيد صدقني والله يعلم بحالتي انا انا ما اطمنت الا لمن وصلت رسالتك,Hijazi
كوميدي,عصير شنو,Hijazi
اطفال,لانه كل حاجة زي ما هيا,Hijazi
اطفال,لا لحظة لحظة اول مرة اعرف انه بلوتو كويكب كيف اول مرة اول مرة انك انت عبقري صغير وتعرف البرنامج حقنا شو اسمه,Hijazi
درامي,خير,Khaliji
درامي,وليش ما يصير ها ليش ما يصيرحنا حنا بنكتب قصة عنتر وعبلة والا قصة شكسمير لا,Najdi
درامي,والله ما انتي سهلة يا فايزة,Khaliji
كوميدي,بس يا ابني انت متعرفنيش في الخارجي تيجي من هناك جري تيجي على هنا,Egyptian
اطفال,جربي وحدة ثانية جربي يامي هاذي,Najdi
اطفال,امشي عاد يلا يلا يلا,Najdi
اطفال,قادر ربنا انه يصبرك,Hijazi
درامي,بيني وبينك الاجتماع هذا ماني مطمنه له ابدا,Hijazi
اطفال,لو يا حبيبي يا دوب وانتبه تمد على بابا,Khaliji
كوميدي,ايوه هلا هلا هلا هلا ابو فهد ايوه,Najdi
كوميدي,و هاها طبعا,Hijazi
كوميدي,حنام حنام حنام تصبحوا على خير تصبحوا على خير,Egyptian
اطفال,انا انا يا حاضر القلب حرام الظلم علشان كذه الناس في البلد كلها ما تحبني يا حضرة القاضي الحين الحين عرفت السبب وصدقني صدقني يا عمي القاضي ان انا مظلوم انا كل اللي اسويه حريص بس حريص وما احب احد يضحك علي حضرة القاضي انا احب احافظ على ثروتي وفلوسي لاني تعبت فيها بعدين يا حضرة القاضي,Hijazi
كوميدي,يا ابو محمد الله يحفظك لعولك,Khaliji
كوميدي,اقلب وجهك اقلب وجهك ولا عاد اشوف هالموضوع يتكرر مرة ثانية مفهوم يلا,Najdi
كوميدي,فجاة,Egyptian
درامي,واجبنا واجبنا وانا ابوك لكن الحمد لله على السلامة علمنا وشلون يعني طلعت انت كيف طلعت,Najdi
درامي,طب الحقي يا ستي بن فهرة من ساعة ما رجع الصبح وهو قافل اوضته على نفسه,Egyptian
كوميدي,لا حول ولا قوة الا بالله وش السالفة,Hijazi
كوميدي,على اراضي العدو,Najdi
اطفال,تانى يا نهومى,Hijazi
درامي,او صاحب العمل اللي مشغلك من الذوق والادب انك تنادي يا استاذ او يا عمي,Najdi
كوميدي,مروحة,Egyptian
درامي,يعقوب الشنط الشنط يعقوب يلا بسرعة,Hijazi
درامي,السلام عليكم ورحمة الله وبركاته,Khaliji
درامي,والله العظيم لاقول الحق,Khaliji
كوميدي,والله يا مناحي جريئ جريئ فيك جراة وبعدين احس انك خبير في اشياء كثيرة يعني المساج اه اجرائتك في الكلام جراتك كذا يقولون المساج هذا نشاط وحي قسم انت تولع تولع تغذي لمبة,Najdi
درامي,ابي افرح وافرح وافرح,Najdi
اطفال,او حتى التدريب,Hijazi
درامي,ايه انا دكتور,Najdi
كوميدي,عادل امام,Egyptian
اطفال,ويرضيك يعني يا اخ مكار ان احنا نيجي لغاية هنا و نكلف نفسنا ونرجع زي ما يقولوا يعني بخفي حنين هاهاها,Khaliji
اطفال,يعني يمكن يكون يا دكتور مصاب بداء المشي اثناء النوم,Hijazi
درامي,افتح الجواب لا لا لا لا لا ما يصير عيب,Najdi
كوميدي,كافل خالد بمبلغ وقدره ثلاثمية وثمانين الف عند ابو علي وانا موقع على ضمان السداد والمشكلة اشوف خالد يماطل لا حس ولا خبر,Najdi
درامي,لا انا سالتها وللاسف ردت عليه رد انا ما كنتش عايزة اسمعه,Egyptian
اطفال,وحدة,Hijazi
كوميدي,يعني التحقيق ذه ما يكفي,Najdi
كوميدي,حسن زيران,Khaliji
كوميدي,شو فتوة حط نظارة,Khaliji
درامي,لا,Khaliji
اطفال,ايوه,Khaliji
درامي,و انتي عندك قلب انتي مولدة زيد عندكم قلب,Hijazi
كوميدي,يوبه ها عدل,Khaliji
كوميدي,حج يا حاج,Najdi
كوميدي,واحد ممكن يكتب العمل,Egyptian
درامي,اللي انا متاكد منه يا بسام,Hijazi
اطفال,دوا الحب,Hijazi
اطفال,انطم لا اخش من السماعة دحين واقلع عينك قلع ترى انا ماني ناقص قول,Hijazi
درامي,لا لا الموضوع ده ماينسكتش عليه انا لازم اتصرف,Egyptian
اطفال,خلي الخدامة تيجي عشان تشيل الاشياء ها طبعا وكمان انا,Hijazi
درامي,تعال تعال ساعدني تعال يا بابا,Khaliji
اطفال,الناس كيف يعني الناس,Hijazi
درامي,صدقني يا فواز,Najdi
اطفال,المهم يوصلوا بالسلامة,Hijazi
درامي,استاذ اسمع,Hijazi
درامي,جا لك كلامي,Hijazi
كوميدي,شوف يوبه هذا الله يسلمك يعني لو تتعلم الكمبيوتر عملية سهلة راح تحبها واجد تجيب لك صور وبحر هاهاها وحاجات واجد,Najdi
كوميدي,تكفل الرجال كفالة غرم واداء,Khaliji
كوميدي,الله يجزاك خير ترى ما عندي غير هالسبعين ريال وبكرا يجيب لك ان شاء الله باذن الله,Khaliji
درامي,وبعدين بدي اسالك سؤال عمرك سمعت يا خالي في يوم من الايام انه ابوي الله يرحمه كان مديون انت تصدق الكلام ده,Khaliji
كوميدي,ام,Egyptian
اطفال,قلت ليش ما نجربها ونشوف نتيجتها سوا,Najdi
درامي,ايوه اقعدي,Egyptian
اطفال,لازم يكون ثقيل وقوي زين وانت علمتني طريقة قبل ما نبدا,Hijazi
درامي,طيب الحين شو نسوي,Najdi
اطفال,لا انا لازم ابلغ حضرة الظابط على اللى بيحصل هادا,Hijazi
درامي,كان يشتغل عندن ابويا في المكتب,Egyptian
اطفال,امم,Najdi
كوميدي,نعيمة نعيمة,Najdi
كوميدي,اسمع عاد يا فيصل انا قررت انك تتزوج ليلى وغصب من ورا خشمك,Khaliji
درامي,لا والله قلبك طيب يا ابو مسامح,Najdi
كوميدي,يا سعود انا عيني سهيرة اقصد احسب حسابك ترى البيت محاصر,Khaliji
درامي,ودي اشكرهم كل يوم,Khaliji
درامي,اي نعم,Najdi
درامي,يلا ما عليه بكرة نمر,Najdi
كوميدي,انا بفهم وشلون تشتغل وشلون تشتغل انت,Hijazi
درامي,طيب وش الموضوع يا سارة,Khaliji
درامي,هذا ما يكفي انه يدين ميزر في نظرك,Khaliji
درامي,الحمد لله,Najdi
اطفال,ما في اشرار غيرك في البيت هذا يا ام عيد,Hijazi
درامي,افا يا عيد,Najdi
درامي,ايش,Hijazi
كوميدي,وي وي يقلدوني يعني يبيعون ساعات بالكيلو مثلي,Najdi
درامي,انا ما راح انساكم,Khaliji
اطفال,لكن لو فشلت المرة دي اللي حتشوفه على عين عقاب,Hijazi
كوميدي,شلون,Khaliji
كوميدي,ما رضيوا يطلعونه,Khaliji
كوميدي,لطيفة,Najdi
كوميدي,هو في احسن من الفيروس,Najdi
اطفال,انه ما هو المنظم اللي اتجنن,Hijazi
كوميدي,لكن شخصيته وطباعه تاثرت كثير بعيشته بامريكا,Khaliji
درامي,اللي تكلمت عليه السوشيال ميديا الفترة اللي فاتت كتير قوي,Egyptian
اطفال,عرفتوني,Hijazi
درامي,اخوي وايد مريض ولازم اروحله للمستشفى الحين,Khaliji
كوميدي,يكفي يا خزنة,Khaliji
كوميدي,اسمرين حزان تخفين الدموع,Khaliji
اطفال,لانك واحد من اهل البلد هذي ولازم انتقم منها اسمع يا بابا فرحان ما في داعي للمناقشة,Khaliji
كوميدي,اكيد مزورة ما في شيك كذا,Najdi
كوميدي,انا عندي سؤال,Khaliji
كوميدي,يمه لمتى انتي بتظلين تشذي ترى شغلك تشذي في روحك مو عدل,Khaliji
كوميدي,مع مين اتركه,Najdi
درامي,والله انت بركة و وشك حلوة,Egyptian
كوميدي,خلا لنا الشي الكثير اللي يكفينا ويكفي عيالنا واحفادنا واحفاد احفادنا بعد,Najdi
درامي,سلطان العرب,Egyptian
كوميدي,اقولك ضب في الصندوق وتقولي تمسين على خير,Najdi
درامي,هو للاسف افراد الامن بيتغيرو عندنا كل فترة من مكان للثاني بس انا اشوفه لحضرتك انهاردة فين,Egyptian
